Country Name,Country Code,Indicator Name,Indicator Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2015
India,IND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.647689998,0.695969999,0.71329999,0.733919978,0.767229974,0.745859981,0.735480011,0.729009986,0.767130017,0.835799992,0.822170019,0.815540016,0.867399991,0.844439983,0.822130024,0.831250012,0.623640001
World,WLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.973644873,1.976322652,1.99031313,2.065471245,2.06478765,2.086638689,2.050588791,2.050524573,2.002605361,1.985479242,1.995608399,1.964944624,2.021703894,2.058554266,2.040074314,2.033724479,2.131878309
